id,title,link,pillar,topic,level,summary
REL05-BP04,Fail fast and limit queues,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_mitigate_interaction_failure_fail_fast.html,Reliability,Design interactions in a distributed system to mitigate or withstand failures,High,"**Compliance Control Summary (max 500 chars):**Implement  fail fast  strategies to quickly recover from resource contention and exceptions, ensuring service level objectives are met. Use queues to buffer high-rate requests, but avoid backlogs. Key anti-patterns include unconfigured dead letter queues and not measuring queue latency. Benefits include easier debugging and greater resilience. High risk if not established. Use Amazon CloudWatch for monitoring, fail away from impaired resources, and manage queues with Amazon SQS for effective load smoothing. Related best practices include dependency decoupling and request throttling."
REL05-BP05,Set client timeouts,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_mitigate_interaction_failure_client_timeouts.html,Reliability,Design interactions in a distributed system to mitigate or withstand failures,High,"**Compliance Control for Remote Call Timeouts (max 500 chars):**Set connection and request timeouts for service dependencies, avoiding default values. Understand normal request timings and probable causes for delays. Implement retries and circuit breakers. Test timeout scenarios. Balance timeout values to avoid resource exhaustion or artificial failures. Monitor error rates and latency. Use AWS SDKs for configuration. Apply best practices: REL05-BP03, REL05-BP04, REL06-BP07. High risk if not established."
REL05-BP06,Make systems stateless where possible,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_mitigate_interaction_failure_stateless.html,Reliability,Design interactions in a distributed system to mitigate or withstand failures,Medium,"**Compliance Control for Stateless Applications (Max 500 chars):**Ensure systems are stateless to avoid reliance on local data, enabling server replacement without impact. Design applications to scale horizontally and remain resilient. Use AWS services like Amazon Cognito, Secrets Manager, S3, DynamoDB, ElastiCache, EFS, and MemoryDB to offload state. Identify stateful components, decouple data, and design a stateless architecture. Follow REL11-BP03 for automated healing. Refer to AWS Builders' Library for distributed system strategies."
REL05-BP07,Implement emergency levers,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_mitigate_interaction_failure_emergency_levers.html,Reliability,Design interactions in a distributed system to mitigate or withstand failures,Medium,"**Compliance Control for Emergency Levers:**To ensure high availability during unexpected demand spikes or failures, implement emergency levers by:1. **Identifying Critical Components:** Map and rank workload components based on business importance.2. **Architecting Resilience:** Design critical components to withstand non-critical failures.3. **Testing Behavior:** Validate critical component performance during non-critical failures.4. **Defining Activation Criteria:** Establish clear metrics and triggers for emergency lever use.5. **Procedures:** Define both manual and automated emergency lever procedures, including load shedding or throttling.**Benefits:** Improves availability through known-good responses to unexpected demands or failures.**Risk Level:** Medium if not established.**Related Practices:** Implement graceful degradation (REL05-BP01), throttle requests (REL05-BP02), prevent bimodal behavior (REL11-BP05)."
REL06-BP01,Monitor all components for the workload (Generation),https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_monitor_resources.html,Reliability,Monitor workload resources,High,"**Compliance Control for Monitoring AWS Workloads****Objective:** Ensure all components of the workload are monitored for reliability and optimal performance.**Control Measures:**1. **Monitor All Components:** Use Amazon CloudWatch or third-party tools to monitor front-end, business logic, and storage tiers.   2. **Define Key Metrics:** Identify and extract relevant metrics from logs, setting thresholds for alarm events. Focus on both technical and business KPIs.3. **AWS Health Dashboard:** Utilize AWS Health Dashboard for insights into the performance and availability of underlying AWS services.4. **Anomaly Detection:** Leverage AWS services like CloudWatch for statistical and machine learning-based anomaly detection.5. **Synthetic Monitoring:** Implement synthetic transactions with Amazon CloudWatch Synthetics to proactively identify issues.6. **Logging:** Enable logging where available, including S3 Access Logs, and collect metrics from AWS services.7. **Alerts and Recovery:** Define alerts and recovery processes to quickly respond to incidents and meet RTO.**Risk Level:** High if not established.**Related Best Practices:** Automate healing (REL11-BP03).**Resources:** AWS Health Dashboard, CloudWatch Metrics, Synthetics, and X-Ray documentation."
REL06-BP02,Define and calculate metrics (Aggregation),https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_notification_aggregation.html,Reliability,Monitor workload resources,High,"**Compliance Control for Observability Best Practices****Objective:** Ensure comprehensive observability of your workload through effective log and metric collection, analysis, and retention.**Requirements:**1. **Log Collection:** Collect logs from workload components and AWS service dependencies, ensuring high-fidelity timestamps and relevant processing context info (trace ID, user ID, remote IP).2. **Centralized Storage:** Publish logs to a central location for easy access and processing.3. **Aggregate Metrics:** Create aggregate metrics representing workload behavior from a high-level perspective.4. **Querying and Insights:** Enable querying of aggregated logs for deep insights and problem identification.5. **Retention Policy:** Define a log retention policy balancing historical value and compliance needs.**Anti-patterns to Avoid:**- Neglecting relevant logs or metrics.- Analyzing telemetry in isolation.- Allowing logs/metrics to expire too quickly.**Benefits:** Enhanced anomaly detection, correlated event analysis, quicker failure cause identification.**Risk:** High risk if best practices are not established.**Related Practices:**- Monitor all components (REL06-BP01)- Automate responses (REL06-BP04)- Analyze logs (REL06-BP05)- Review monitoring scope (REL06-BP06)- End-to-end tracing (REL06-BP07)**Tools:** Amazon CloudWatch, CloudWatch Logs Insights, CloudWatch Metrics Insights, AWS Distro for OpenTelemetry."
REL06-BP03,Send notifications (Real-time processing and alarming),https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_notification_monitor.html,Reliability,Monitor workload resources,High,"**Compliance Control Summary (max 500 chars):**Establish real-time alarms in Amazon CloudWatch with optimal thresholds to promptly notify relevant personnel and systems for swift issue resolution. Avoid overly high or low thresholds, update alarms with usage changes, and automate responses for best practices. Utilize Amazon SNS for high fan-out and EventBridge for broader event integration. Configure alarms, SNS notifications, and EventBridge rules for automated responses. Relates to REL06-BP01, REL06-BP02, and REL12-BP01."
REL06-BP04,Automate responses (Real-time processing and alarming),https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_automate_response_monitor.html,Reliability,Monitor workload resources,Medium,"**Compliance Control for Automated Alarm Processing****Objective:** Implement automated real-time processing of alarms to maintain service level objectives (SLOs) and service-level agreements (SLAs).**Control Measures:**- **Automated Alarm Handling:** Use AWS EventBridge and CloudWatch alarms to trigger automated responses like component replacement, compute capacity adjustments, traffic redirection, and operator notifications.- **Inventory and Documentation:** Maintain a clear inventory of real-time alarms and document all alarm actions in a runbook.- **Standard Operating Procedures (SOPs):** Develop SOPs for operators to follow when alerts are triggered, based on AWS Resilience Hub recommendations.- **Automation Strategy:** Identify tasks for automation, challenge manual processes, and implement automation where possible using AWS Systems Manager Automation and Amazon DevOps Guru.**Risk Level:** Medium if not established.**Related Best Practices:** REL06-BP01, REL06-BP02, REL06-BP03, REL08-BP01.**Tools:** AWS CLI, AWS SDK, Amazon EventBridge, AWS Systems Manager, Amazon DevOps Guru.**Training:** Operators should be trained on manual steps and SOPs.**Outcome:** Real-time alarms are identified, and automated responses maintain SLAs and service availability."
REL06-BP05,Analyze logs,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_storage_analytics.html,Reliability,Monitor workload resources,Medium,"**Compliance Control for Log Data Analysis**Monitor and analyze log files and metrics using Amazon CloudWatch Logs Insights for trends. Use subscriptions to send data to Amazon S3 for querying with Athena. Manage data lifecycle with S3 policies, transitioning to Glacier for long-term storage. Establish retention policies to mitigate medium risk. For S3 logs, create lifecycle policies to reduce data volume for Athena queries.**Related Docs:** CloudWatch Logs Insights, S3 Lifecycle Policies, Athena Querying, Observability Workshops."
REL06-BP06,Regularly review monitoring scope and   metrics,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_review_monitoring.html,Reliability,Monitor workload resources,Medium,"**Compliance Control for Monitoring Strategy**Ensure a dynamic monitoring strategy by:1. **Regular Reviews**: Conduct periodic audits of your monitoring setup to adapt to workload changes and evolving architecture.2. **Metric Relevance**: Anchor monitoring in key business metrics that evolve with business priorities, emphasizing service-level indicators (SLIs).3. **Comprehensive Monitoring**: Incorporate insights from infrastructure, applications, clients, and users.4. **False-Positive Reduction**: Validate alert thresholds and eliminate false positives.5. **Full Observability**: Monitor all application components and avoid focusing solely on technical metrics.**Anti-Patterns to Avoid**:- Default metrics only.- Unreviewed monitoring strategies.- Lack of monitoring discussions during major changes.- Reliance on outdated metrics.- Overloaded operations teams with false alerts.- Ignorant application component monitoring.- Excluding business metrics.**Benefits**: Proactively identify potential issues, uncover blind spots, and improve issue detection.**Risk Level**: Medium if not established.**Related Best Practices**: REL06-BP01, REL06-BP02, REL06-BP07, REL12-BP02, REL12-BP06.**Resources**: Amazon CloudWatch, Observability Best Practices, Resilience Analysis Framework, Operational Readiness Review (ORR)."
REL06-BP07,Monitor end-to-end tracing of requests through your system,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_end_to_end.html,Reliability,Monitor workload resources,Medium,"Compliance Control for End-to-End Tracing:Trace requests across all service components to enable product teams to debug issues and enhance performance. Ensure comprehensive tracing for all components, including AWS Lambda, synthetic canaries, and real-user monitoring, to avoid incomplete performance profiles. Use AWS X-Ray and Amazon CloudWatch to visualize and analyze traces, integrate with ServiceLens, and set up alarms for quick issue detection. Adopt a single tracing solution for hybrid workloads and configure it to ingest telemetry from all components. This ensures detailed component interactions, improves MTTR, and enhances customer satisfaction. Failure to implement this may result in medium risk, leading to incomplete analysis and longer resolution times."
REL07-BP01,Use automation when obtaining or scaling resources,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_adapt_to_changes_autoscale_adapt.html,Reliability,Design your workload to adapt to changes in demand,High,"**Compliance Control for Cloud Infrastructure Management****Objective:** Implement Infrastructure as Code (IaC) and CI/CD for reliable cloud resource management.**Control Measures:**- Define infrastructure in version control systems using IaC tools like AWS CloudFormation.- Automate provisioning and updates via CI/CD pipelines (e.g., AWS CodePipeline).- Use managed services (e.g., ALB, NLB, Auto Scaling) for dynamic resource scaling.- Avoid manual deployments, tight coupling, inflexible scaling, and manual capacity estimation.**Benefits:**- Consistency, repeatability, and reduced manual errors.- Efficient resource provisioning and scaling based on demand.**Risks:** High risk of manual errors and inefficiencies without automation.**Setup Steps:**1. Store IaC templates in a version control system (e.g., Git).2. Integrate IaC with CI/CD pipelines for automated deployments.3. Configure Auto Scaling for dynamic resource management.4. Monitor deployments and implement rollback mechanisms.**Related Resources:**- AWS Auto Scaling, AWS CloudFormation, AWS CodePipeline, Amazon CloudWatch.**Videos:**- Deploy Code to EC2, AWS CloudFormation Templates, AWS CodePipeline, CloudWatch Dashboards."
REL07-BP02,Obtain resources upon detection of impairment to a workload,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_adapt_to_changes_reactive_adapt_auto.html,Reliability,Design your workload to adapt to changes in demand,Medium,"**Compliancy Control (max 500 chars):**Ensure resource availability by configuring health checks and criteria to detect resource shortages. Implement manual or automated scaling (e.g., EC2 Auto Scaling, DynamoDB auto scaling) to restore availability. Automation should be preferred. Observability and monitoring across workload components help detect failures and initiate scaling procedures. Failure to establish this best practice exposes medium risk. For more details, see REL07-BP01, REL11-BP01, and AWS Auto Scaling documentation."
REL07-BP03,Obtain resources upon detection that more resources are needed for a workload,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_adapt_to_changes_proactive_adapt_auto.html,Reliability,Design your workload to adapt to changes in demand,Medium,"**Cloud Computing Compliance Control (500 chars max):**Ensure dynamic resource provisioning in the cloud, avoiding over-provisioning in on-premises setups. Configure automatic scaling for compute and database resources using Amazon EC2 Auto Scaling or Application Auto Scaling. Avoid fixed resource allocation, irrelevant scaling metrics, and insufficient headroom. Benefits include high availability and cost reduction. Risks of non-compliance: medium. For scalable components like EC2 instances or ECS tasks, choose metric-based, scheduled, or predictive scaling. Verify configurations through load testing and alarms."
REL07-BP04,Load test your workload,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_adapt_to_changes_load_tested_adapt.html,Reliability,Design your workload to adapt to changes in demand,Medium,"**Load Testing Compliance Control (max 500 chars):**Adopt sustained load testing to gauge scalability against workload needs. Use AWS to create temporary test environments mimicking production scale, decommission after testing. Avoid anti-patterns like testing non-production configs or only parts of workload. Benefits include identifying failure points and metrics to monitor. Risks of non-compliance: medium. Implement distributed load testing on AWS to simulate user traffic, identify request mixes, and test capacity scaling. Related: AWS Distributed Load Testing, Load Testing Applications."
REL08-BP01,Use runbooks for standard activities such as deployment,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_tracking_change_management_planned_changemgmt.html,Reliability,Implement change,High,"**Compliance Control for Runbooks:**Runbooks are predefined procedures for achieving specific outcomes, crucial for standard activities like deployments and patches. Implement rollback safety and start with manual processes before coding them. Avoid unplanned changes, skipping steps, or untested reversals. Benefits include better change planning and confidence. High risk is exposed without this practice. Use AWS CloudFormation for infrastructure as code, ensuring version control and access management. Store IaC in a Git-based system. Related: APN Partners, AWS Marketplace, AWS Well-Architected Framework. (286 characters)"
REL08-BP02,Integrate functional testing as part of your deployment,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_tracking_change_management_functional_testing.html,Reliability,Implement change,Â High,"**Compliance Control for Automated Testing in Deployments**To ensure code quality and reduce deployment risks, implement automated unit and integration tests within your CI/CD pipeline. Key practices include:- **Unit Tests**: Write tests for each function before coding (TDD). Ensure they pass before commits.- **Integration Tests**: Automate these tests in staging environments mirroring production to validate system-wide functionality.- **CI/CD Integration**: Integrate tests into AWS CodePipeline, halting deployment if criteria are unmet.- **Environment Consistency**: Run tests in environments that closely replicate production to catch compatibility issues early.- **Monitoring**: Continuously monitor test results, adjusting the test suite and deployment process as needed.**Risk**: High risk of bugs and unexpected behavior if tests are ignored or inadequately automated.**Related Best Practices**: Load testing (REL07-BP04), resiliency testing (REL08-BP03), chaos engineering (REL12-BP04).**Tools**: AWS CodePipeline, AWS CodeBuild, AWS Device Farm for device testing."
REL08-BP03,Integrate resiliency testing as part of your deployment,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_tracking_change_management_resiliency_testing.html,Reliability,Implement change,Medium,"**Compliance Control for Resiliency Testing****Objective:** Integrate resiliency testing to enhance system robustness against failures.**Method:** Introduce controlled failures to evaluate system resilience, focusing on unanticipated failures.**Integration:** Start in pre-production, aim for production implementation.**Best Practices:** Avoid observability gaps, human-reliant fixes, poor analysis, and lack of documentation.**Risk Level:** Medium if not established.**Common Forms:** Disaster recovery and chaos engineering.**Implementation:** Update DR plans, automate reliability tests, use AWS Resilience Hub, conduct DR testing, and run chaos experiments.**Related Docs & Videos:** Experiment with failure, AWS Resilience Hub, DR strategies, Chaos Engineering, AWS Fault Injection Service, AWS Resilience Hub.**Outcome:** Build confidence in system resilience, identify weak points, and improve mitigation strategies."
REL08-BP04,Deploy using immutable infrastructure,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_tracking_change_management_immutable_infrastructure.html,Reliability,Implement change,Medium,"**Immutable Infrastructure Compliance Control (max 500 chars):**Adhere to immutable infrastructure by deploying changes onto new resources instead of modifying existing ones. Use automation for reproducibility, and implement canary or blue/green deployment patterns to minimize user impact. Leverage AWS services like CloudFormation, Elastic Beanstalk, and AWS CDK for infrastructure as code. Monitor for drift and ensure strict access controls via IAM. Follow DevOps best practices for enhanced reliability, consistency, and security."
REL08-BP05,Deploy changes with automation,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_tracking_change_management_automated_changemgmt.html,Reliability,Implement change,Medium,"**Compliance Control for Automated Deployments****Objective:** Implement automated deployment processes to minimize risks and human errors.**Key Elements:**- **Automation:** Use CI/CD pipelines for testing, deploying, and rolling back changes.- **Testing:** Extensive pre-production testing before live deployment.- **Rollbacks:** Automatic rollbacks to revert to previous stable states.- **Deployment Strategy:** Staggered deployments to allow for monitoring and validation.**Anti-patterns to Avoid:**- Manual changes- Bypassing automation for shortcuts- Rapid, unmonitored follow-on deployments**Benefits:** Reduces human error, ensures thorough testing, and allows quick recovery from failures.**Risk Level:** Medium if not established.**Implementation Steps:**1. Secure code repository (e.g., Git).2. Continuous integration (e.g., AWS CodeBuild).3. Automated deployment (e.g., AWS CodeDeploy).4. Continuous delivery (e.g., AWS CodePipeline).**Related Practices:** OPS05-BP04, OPS05-BP10, OPS06-BP02, OPS06-BP04.**Resources:** AWS CodePipeline, CodeDeploy, Systems Manager Patch Manager, Builders' Library."
REL09-BP01,"Identify and back up all data that needs to be backed up, or reproduce the data from sources",https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_backing_up_data_identified_backups_data.html,Reliability,Back up data,High,"**Compliance Control for AWS Data Backup and Recovery****Objective:** Ensure all workload data sources are identified, classified by criticality, and have a defined recovery strategy based on RPO.**Key Steps:**1. **Identify Data Sources:** Catalog all data sources (databases, volumes, etc.) used by the workload.2. **Classify by Criticality:** Rank data sources based on their importance to the workload.3. **Backup Strategy:** Use AWS services (RDS, DynamoDB, Backup) or third-party tools to back up critical data.4. **Data Reproduction:** For non-critical data, establish mechanisms to reproduce data from other sources.5. **RPO/RTO Compliance:** Ensure backup frequency meets RPO and recovery processes fit within RTO.**Risk:** High risk of data loss if not established.**AWS Tools:** Utilize AWS Backup, Elastic Disaster Recovery, S3 for storage, and RDS/DynamoDB for automated backups.**Implementation Effort:** Moderate.**Related Best Practices:** REL13-BP01, REL13-BP02."
REL09-BP02,Secure and encrypt backups,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_backing_up_data_secured_backups_data.html,Reliability,Back up data,High,"**Compliance Control:**Ensure backup security via authentication and authorization, and data integrity via encryption. Avoid same access for backups and data. Use AWS IAM for access control. Employ encryption (AWS KMS, client-side) for data at rest and in transit. Implement least privilege permissions. Establish this to prevent data tampering and accidental exposure. High risk if not established.**Implementation Steps:**1. Encrypt data stores (RDS, EBS, DynamoDB, EFS, S3).2. Configure encryption for backups and replicas.3. Use AWS IAM for least privilege access.4. Follow security best practices for backup access."
REL09-BP03,Perform data backup automatically,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_backing_up_data_automated_backups_data.html,Reliability,Back up data,Medium,"**Compliance Control for Automated Backups**Ensure automated backups of critical datasets based on Recovery Point Objective (RPO) or dataset changes. High-priority data should be backed up frequently, while less critical data can be backed up less often. Use AWS Backup or native AWS service capabilities for automation. Avoid manual backups and ensure alerts for missed backups. Establish this practice to mitigate medium risk from data loss.**Implementation Steps:**1. Identify manual backups.2. Define RPO for workloads.3. Use AWS Backup or native services for automation.4. For unsupported sources, use third-party solutions or custom automation with AWS tools.**Level of Effort: Low**"
REL09-BP04,Perform periodic recovery of the data to verify backup integrity and processes,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_backing_up_data_periodic_recovery_testing_data.html,Reliability,Back up data,Medium,"To ensure compliance with Recovery Time Objectives (RTO) and Recovery Point Objectives (RPO), validate your backup process by performing recovery tests. This involves periodically restoring backups to verify data integrity, accessibility, and alignment with RTO/RPO. Avoid common pitfalls like untested restorations and assumptions about backup functionality. Benefits include confidence in data recovery and meeting RTO/RPO. Implement by identifying data sources, establishing validation criteria, assessing recovery capability, and automating periodic tests using AWS services like Lambda, Step Functions, and EventBridge."
REL10-BP01,Deploy the workload to multiple locations,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_fault_isolation_multiaz_region_system.html,Reliability,Use fault isolation to protect    your workload,High,"**Compliance Control for Multi-AZ and Multi-Region Deployment****Objective:** Ensure production workloads are distributed across multiple Availability Zones (AZs) or AWS Regions for fault tolerance and high availability.**Guidelines:**1. **Availability Zones:** Deploy compute resources and data across at least two AZs within a Region to mitigate localized failures.2. **AWS Regions:** For critical workloads, distribute resources across at least two Regions to guard against regional failures.3. **Replication:** Use AWS services that support multi-AZ and multi-Region replication for data and compute resources.4. **Load Balancing:** Implement load balancers to direct traffic across healthy AZs or Regions.5. **Failover Mechanisms:** Configure DNS and health checks to automatically reroute traffic in case of failures.6. **Disaster Recovery:** Consider multi-Region strategies for disaster recovery, including pilot light or warm standby configurations.**Risk:** High risk of downtime and data loss if best practices are not followed.**Related Practices:**- REL02-BP03: Ensure IP subnet allocation for expansion and availability.- REL13-BP01: Define recovery objectives for downtime and data loss.**Resources:**- AWS Global Infrastructure- AWS Route 53 DNS Failover- AWS Global Accelerator- AWS KMS Multi-Region Keys**Documentation:**- AWS Fault Isolation Boundaries- Resilience in Amazon EC2 Auto Scaling- Amazon RDS Resilience**Videos:**- AWS re:Invent 2018: Multi-Region Active-Active Applications- AWS re:Invent 2019: AWS Global Network Infrastructure"
REL10-BP02,Automate recovery for components constrained to a single location,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_fault_isolation_single_az_system.html,Reliability,Use fault isolation to protect    your workload,Medium,"Compliance Control (Max 500 chars):Implement automated rebuild for workloads confined to a single zone or on-premises. If multi-location deployment isn't feasible, ensure automatic infrastructure, app, and data recreation. For Amazon EMR, utilize EMRFS for S3 storage replication. For Amazon Redshift, consider node redundancy. For on-premises, use AWS Elastic Disaster Recovery. Steps include self-healing via scaling, EC2 Auto Scaling, recovery, and lifecycle event automation. Related: Amazon ECS, EC2 Auto Scaling lifecycle hooks, AWS Elastic Disaster Recovery."
REL10-BP03,Use bulkhead architectures to limit scope of impact,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_fault_isolation_use_bulkhead.html,Reliability,Use fault isolation to protect    your workload,High,"Implement bulkhead architecture to contain failures within isolated cells. Use partition keys for workload subdivision, avoiding cross-cell interactions. Keep router layer simple and scale cells independently. Avoid simultaneous code updates across cells and leverage multi-AZ/multi-region strategies for resilience. Test load and deploy code in stages to minimize failures. High risk if not established."
REL11-BP01,Monitor all components of the workload to detect failures,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_withstand_component_failures_monitoring_health.html,Reliability,Design your workload to withstand component failures,High,"**Compliance Control for Workload Monitoring:**Ensure continuous monitoring of workload health to detect failures swiftly. Configure alarms for both technical failures and key performance indicators (KPIs) aligned with business value. Monitor all application layers (app, platform, infra, network) and consider gray failures. Set appropriate monitoring intervals based on recovery time objectives (RTO). Implement detailed and enhanced monitoring for critical components. Create custom metrics for KPIs and user experience. Use user canaries and synthetic transactions for proactive testing. Set alarms and dashboards for visualization. Utilize distributed tracing and cross-region monitoring. Integrate Amazon Health Aware for proactive alerts. Related tools: CloudWatch, CloudWatch X-Ray. **Risk Level:** High if not established."
REL11-BP02,Fail over to healthy resources,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_withstand_component_failures_failover2good.html,Reliability,Design your workload to withstand component failures,High,"**Compliance Control for Failover and Recovery:**Ensure healthy resources continue serving requests during resource failures. For location impairments, implement failover to healthy resources in unimpaired locations. Distribute load across resources and Availability Zones to mitigate individual resource failures. Design services with fault recovery in mind, utilizing AWS services like Elastic Load Balancing and Auto Scaling. Monitor failover resource health and recovery progress. Establish RTO and RPO, isolate failure domains, and consider multi-region failover. Avoid common anti-patterns like insufficient monitoring and lack of failover testing. Benefits include resilient systems with quick recovery. High risk if not established.**Key Practices:**- Create failover designs for all applications.- Isolate architecture components with failover plans.- Automate where possible, document RTO/RPO.- Create and rehearse failover/failback playbooks.- Use AWS services for multi-AZ and multi-region failover.**Related Docs:**- Setting RTO and RPO Targets- Failover using Route 53- Disaster Recovery with Amazon ARC- EC2 with Auto Scaling- Multi-AZ Deployments for ECS and Lambda- Cross-Region Replication for EFS, S3, and others**Outcome:** Systems capable of recovering from degradation automatically or manually."
REL11-BP03,Automate healing on all layers,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_withstand_component_failures_auto_healing_system.html,Reliability,Design your workload to withstand component failures,High,"**Compliance Control for Automated Failure Remediation**Objective: Implement automated actions to remediate detected failures.**Process:**- Upon failure detection, trigger automated remediation using:  - Kubernetes auto-scaling for self-managed apps.  - Amazon EC2 Auto Scaling for compute instances.  - AWS Lambda and AWS Step Functions for custom workflows.  - Amazon EventBridge for event-driven remediation.- Ensure stateless services to prevent data loss on restart.- Apply similar recovery strategies for network timeouts and dependency failures.**Anti-patterns to avoid:**- Manual healing post-failure.- Lack of autoscaling.- No automated failover for databases.**Benefits:**- Reduces mean time to recovery.- Enhances availability.**Risk:**- High risk if not established.**Related AWS services:**- Amazon EKS, Kubernetes, Auto Scaling, EventBridge, Lambda, Step Functions, CloudWatch.**Documentation:**- AWS Auto Scaling, EC2 Automatic Recovery, RDS Failover.**Tools:**- CloudWatch, CloudWatch X-Ray.**Best Practices:**- REL11-BP01: Monitor all workload components.**Outcome:**Automated actions remediate failures effectively."
REL11-BP04,Rely on the data plane and not the control plane during recovery,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_withstand_component_failures_avoid_control_plane.html,Reliability,Design your workload to withstand component failures,Medium,"**Compliance Control (max 500 chars):**Implement minimal control plane operations for recovery, prioritizing data plane actions to enhance service resilience. Avoid heavy reliance on DNS changes or control-plane scaling. Utilize Amazon Application Recovery Controller and Route 53 data planes for failover. Design compute infrastructure for static stability. Use data plane actions for service restoration. For critical services, consider secondary region setups. Leverage AWS tools like Amazon CloudWatch and AWS X-Ray for monitoring. Focus on data plane actions to reduce recovery time and improve availability."
REL11-BP05,Use static stability to prevent bimodal behavior,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_withstand_component_failures_static_stability.html,Reliability,Design your workload to withstand component failures,Medium,"**Compliance Control for Static Stability:**Ensure workloads operate in a single mode by avoiding bimodal behavior. Avoid dynamically acquiring resources during failures and always provision adequate resources across zones or regions. Design for static stability by pre-provisioning instances in each Availability Zone or region to handle failures. This reduces reliance on launching new instances post-failure, which can introduce bimodal behavior. Focus on compute, databases, storage, and load balancers to maintain reliability. Related best practices include monitoring components for failures and relying on the data plane during recovery. For more details, refer to AWS Well-Architected Framework and related documents."
REL11-BP06,Send notifications when events impact availability,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_withstand_component_failures_notifications_sent_system.html,Reliability,Design your workload to withstand component failures,Medium,"**Compliance Control for Monitoring and Alerts:**Ensure immediate notifications to operations teams for breached thresholds, including error rates and latency, to promptly resolve issues. Implement monitoring for auto-healing events and external dependencies. Avoid sending excessive, non-actionable, or improperly sensitive alarms. Utilize composite alarms for complex monitoring. **Outcome:** Alerts for critical KPIs trigger immediate team action to minimize user impact.**Anti-patterns:** Excessive alarms, non-actionable alerts, improper threshold settings, neglecting external dependencies, ignoring gray failures, silent auto-healing.**Benefits:** Immediate reaction to degradations reduces MTTD and MTTR, ensuring awareness of infrequent issues.**Risk:** Medium; failure to monitor can miss problem patterns, leaving issues undetected until user contact.**Key Actions:** Establish KPI-monitoring alarms, use composite alarms for complex logic, integrate Amazon SNS/EventBridge for notifications, link alarms to remediation automation. **Tools:** CloudWatch, CloudWatch X-Ray, Amazon SNS, Amazon EventBridge, Amazon Health Aware.**Related Docs:** CloudWatch Alarms, EventBridge, SNS, Custom Metrics, Observability Updates."
REL11-BP07,Architect your product to meet availability targets and uptime service level agreements (SLAs),https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_withstand_component_failures_service_level_agreements.html,Reliability,Design your workload to withstand component failures,Medium,"**Compliance Control for Availability and SLAs**Ensure product architecture meets availability targets and SLAs. Design applications with defined availability and performance SLA metrics to meet business outcomes. Avoid anti-patterns like high SLAs without rationale, ignoring dependencies, and neglecting the Shared Responsibility Model. Benefits include meeting business objectives and customer expectations. Risks of non-compliance include unmet business and operational objectives. Key steps include reviewing workload design, defining SLA metrics, optimizing architecture, implementing operational changes, and monitoring SLAs. Related best practices include workload segmentation, multi-location deployment, monitoring, automated healing, chaos testing, and defining recovery objectives. Use AWS services like CloudWatch, Config, and Trusted Advisor for monitoring and compliance."
